ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
2480;5343;Maestrí?a;En curso;Soy Ingeniero civilDELETEMEcreo que soy el unico;UNNNE - Universidad Nacional del Nordeste
2480;5344;;;;
2480;5345;;;;
2480;5346;;;;
2480;5347;;;;
2480;5348;;;;
2480;5349;;;;
2480;5350;;;;
2481;5351;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNCOMA - Universidad Nacional del Comahu
2481;5352;;;;
2481;5353;;;;
2482;5354;Terciario;En curso;Tecnicatura Electrónica;UTN - Universidad Tecnológica Nacional
2482;5355;;;;
2482;5356;;;;
2483;5357;Universitario;En curso;Grado en matemí¡tica computacional;
2483;5358;;;;
2483;5359;;;;
2484;5360;Universitario;En curso;Licenciatura en Psicologí?a;UAI - Universidad Abierta Interamericana
2485;5361;Maestrí?a;En curso;Licenciatura en Sistemas de Información;
2486;5362;Posgrado/Especialización;En curso;Data Science;
2487;5363;Universitario;Completo;Ciencia polí?tica;UBA - Universidad de Buenos Aires
2487;5364;;;;
2488;5365;Universitario;Completo;Ingenierí?a en Computación;UNS - Universidad Nacional del Sur
2489;5366;Terciario;Completo;Analista de Sistemas;ORT
2489;5367;;;;
2489;5368;;;;
2489;5369;;;;
2490;5370;Universitario;Completo;Ingenierí?a Civil;UTN - Universidad Tecnológica Nacional
2490;5371;;;;
2490;5372;;;;
2490;5373;;;;
2491;5374;Universitario;En curso;Licenciatura en Ciencias Fí?sicas;UBA - Universidad de Buenos Aires
2492;5375;Universitario;En curso;Ingenierí?a en Sistemas de Información;UNS - Universidad Nacional del Sur
2493;5376;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLA - Universidad Nacional de Laníºs
2493;5377;;;;
2493;5378;;;;
2493;5379;;;;
2493;5380;;;;
2494;5381;Terciario;Completo;Analista de Sistemas;
2494;5382;;;;
2494;5383;;;;
2494;5384;;;;
2495;5385;Universitario;Completo;Diseí±o industrial;UNC - Universidad Nacional de Córdoba
2496;5386;Maestrí?a;Completo;Licenciatura en Administración de Empresas;UBA - Universidad de Buenos Aires
2497;5387;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2497;5388;;;;
2497;5389;;;;
2498;5390;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2499;5391;Universitario;Completo;Contador Píºblico;UBA - Universidad de Buenos Aires
2500;5392;Universitario;Completo;Licenciatura en Comunicación Social;UNGS - Universidad Nacional de General Sarmiento
2500;5393;;;;
2500;5394;;;;
2500;5395;;;;
2501;5396;Terciario;En curso;Analista de Sistemas;
2501;5397;;;;
2501;5398;;;;
2502;5399;Universitario;En curso;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
2503;5400;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2504;5401;Universitario;En curso;;UBA - Universidad de Buenos Aires
2504;5402;;;;
2504;5403;;;;
2505;5404;Terciario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
2506;5405;Posgrado/Especialización;Completo;Ingenierí?a Electrónica;UNLaM - Universidad Nacional de La Matanza
2506;5406;;;;
2507;5407;Posgrado/Especialización;En curso;Analista de Computación;UNCUYO - Universidad Nacional de Cuyo
2508;5408;Secundario;En curso;Analista Programador Universitario;UNLP - Universidad Nacional de La Plata
2509;5409;Universitario;Completo;Lic en comercio;Universidad Siglo 21
2509;5410;;;;
2510;5411;Universitario;Incompleto;Analista de Sistemas;UNLaR - Universidad Nacional De La Rioja
2510;5412;;;;
2511;5413;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2512;5414;Universitario;Completo;Analista de Sistemas;UADER - Universidad Autónoma de Entre Rí?os
2512;5415;;;;
2513;5416;Terciario;Completo;Comercio internacional;
2514;5417;Universitario;En curso;Analista de Sistemas;UBA - Universidad de Buenos Aires
2515;5418;Universitario;Completo;Ingenierí?a Electrónica;
2516;5419;Universitario;En curso;Tecnicatura Superior en Programación;
2516;5420;;;;
2517;5421;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2518;5422;Universitario;Incompleto;Licenciatura en Sistemas de Información;UK - Universidad Kennedy
2518;5423;;;;
2519;5424;Universitario;En curso;Telecomunicaciones;UTN - Universidad Tecnológica Nacional
2519;5425;;;;
2519;5426;;;;
2520;5427;Terciario;Incompleto;Diseí±o Multimedial;
2521;5428;Universitario;Incompleto;Diseí±o Grí¡fico;UNLA - Universidad Nacional de Laníºs
2522;5429;Universitario;En curso;Licenciatura en Sistemas de Información;
2523;5430;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2523;5431;;;;
2523;5432;;;;
2524;5433;Secundario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2524;5434;;;;
2524;5435;;;;
2525;5436;Terciario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2525;5437;;;;
2526;5438;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNLaM - Universidad Nacional de La Matanza
2526;5439;;;;
2527;5440;Universitario;Incompleto;Ingenierí?a en Computación;
2527;5441;;;;
2527;5442;;;;
2527;5443;;;;
2527;5444;;;;
2527;5445;;;;
2527;5446;;;;
2527;5447;;;;
2527;5448;;;;
2527;5449;;;;
2528;5450;Secundario;Completo;Tecnicatura en Informí¡tica;
2528;5451;;;;
2528;5452;;;;
2529;5453;Universitario;En curso;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
2529;5454;;;;
2530;5455;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2530;5456;;;;
2531;5457;Universitario;En curso;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
2531;5458;;;;
2532;5459;Universitario;Incompleto;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
2532;5460;;;;
2532;5461;;;;
2533;5462;Universitario;En curso;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
2533;5463;;;;
2533;5464;;;;
2533;5465;;;;
2533;5466;;;;
2534;5467;Posgrado/Especialización;Incompleto;Licenciatura en Sociologí?a;UBA - Universidad de Buenos Aires
2535;5468;Universitario;Completo;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2535;5469;;;;
2535;5470;;;;
2536;5471;Secundario;Completo;Tecnicatura en Programación;
2536;5472;;;;
2536;5473;;;;
2537;5474;Universitario;Incompleto;Licenciatura en gestión de tecnologí?a;UNLaM - Universidad Nacional de La Matanza
2537;5475;;;;
2538;5476;Universitario;En curso;Licenciatura en Ciencias de la Computación;
2538;5477;;;;
2538;5478;;;;
2538;5479;;;;
2539;5480;Doctorado;En curso;PhD Filosofí?a;UNCUYO - Universidad Nacional de Cuyo
2539;5481;;;;
2540;5482;Universitario;Incompleto;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
2541;5483;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
2542;5484;Terciario;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2543;5485;Universitario;Completo;Licenciatura en Marketing;USAL - Universidad del Salvador
2543;5486;;;;
2543;5487;;;;
2543;5488;;;;
2543;5489;;;;
2544;5490;Universitario;Completo;Licenciatura en Sistemas de Información;
2545;5491;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
2545;5492;;;;
2546;5493;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2547;5494;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2548;5495;Universitario;Completo;Ingenierí?a en Informí¡tica;
2549;5496;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2550;5497;Universitario;Completo;Licenciatura en Comunicación Visual;UNLP - Universidad Nacional de La Plata
2551;5498;Posgrado/Especialización;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
2551;5499;;;;
2552;5500;Terciario;Completo;;
2553;5501;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
2553;5502;;;;
2554;5503;Universitario;En curso;Ingenierí?a en Computación;UNS - Universidad Nacional del Sur
2554;5504;;;;
2555;5505;Terciario;En curso;Tecnicatura en Informí¡tica;UNGS - Universidad Nacional de General Sarmiento
2556;5506;Universitario;En curso;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
2557;5507;Universitario;Incompleto;Licenciatura en Informí¡tica;UADER - Universidad Autónoma de Entre Rí?os
2558;5508;Universitario;Completo;Diseí±o Grí¡fico;UAI - Universidad Abierta Interamericana
2558;5509;;;;
2558;5510;;;;
2558;5511;;;;
2558;5512;;;;
2559;5513;Universitario;En curso;Analista de Sistemas;UBA - Universidad de Buenos Aires
2560;5514;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2561;5515;Universitario;En curso;Licenciatura en Sistemas de Información;
2562;5516;Universitario;Completo;Analista de Sistemas;Universidad Siglo 21
2562;5517;;;;
2563;5518;Universitario;Incompleto;Contador Píºblico;Universidad Siglo 21
2563;5519;;;;
2563;5520;;;;
2563;5521;;;;
2564;5522;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2564;5523;;;;
2565;5524;Posgrado/Especialización;Completo;Lic  en comercio exterior;UK - Universidad Kennedy
2565;5525;;;;
2565;5526;;;;
2565;5527;;;;
2565;5528;;;;
2566;5529;Maestrí?a;En curso;Licenciatura en Informí¡tica;
2566;5530;;;;
2566;5531;;;;
2567;5532;Terciario;Completo;Traductora cientí?ficoDELETEMEtécnica y literaria de inglés;
2567;5533;;;;
2568;5534;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2568;5535;;;;
2568;5536;;;;
2568;5537;;;;
2568;5538;;;;
2568;5539;;;;
2569;5540;Universitario;Incompleto;Licenciatura en Informí¡tica;UNGS - Universidad Nacional de General Sarmiento
2570;5541;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2571;5542;Terciario;Completo;Diseí±o Grí¡fico;UADE - Universidad Argentina De la Empresa
2571;5543;;;;
2571;5544;;;;
2571;5545;;;;
2572;5546;Universitario;Completo;Ingenierí?a en Informí¡tica;
2572;5547;;;;
2572;5548;;;;
2572;5549;;;;
2572;5550;;;;
2572;5551;;;;
2573;5552;Universitario;En curso;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
2574;5553;Universitario;Completo;Tecnicatura en Programación;UNLaM - Universidad Nacional de La Matanza
2574;5554;;;;
2574;5555;;;;
2574;5556;;;;
2574;5557;;;;
2575;5558;Maestrí?a;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2575;5559;;;;
2575;5560;;;;
2575;5561;;;;
2575;5562;;;;
2575;5563;;;;
2576;5564;Universitario;Completo;Analista de Sistemas;UK - Universidad Kennedy
2577;5565;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2578;5566;Universitario;Completo;Ingenierí?a en Computación;
2578;5567;;;;
2578;5568;;;;
2579;5569;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2579;5570;;;;
2579;5571;;;;
2580;5572;Universitario;En curso;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
2580;5573;;;;
2581;5574;Terciario;Completo;Técnico en estadisticas;
2581;5575;;;;
2581;5576;;;;
2582;5577;Universitario;Completo;Licenciatura en Administración de Empresas;UNNNE - Universidad Nacional del Nordeste
2582;5578;;;;
2582;5579;;;;
2582;5580;;;;
2582;5581;;;;
2583;5582;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2583;5583;;;;
2583;5584;;;;
2583;5585;;;;
2583;5586;;;;
2583;5587;;;;
2583;5588;;;;
2583;5589;;;;
2583;5590;;;;
2583;5591;;;;
2584;5592;Universitario;Completo;Diseí±o Grí¡fico;UNLP - Universidad Nacional de La Plata
2584;5593;;;;
2584;5594;;;;
2585;5595;Universitario;Completo;Ingenierí?a en Telecomunicaciones;
2586;5596;Secundario;Completo;;
2586;5597;;;;
2586;5598;;;;
2587;5599;Universitario;Completo;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
2588;5600;Terciario;Completo;Analista de Sistemas;ORT
2588;5601;;;;
2588;5602;;;;
2588;5603;;;;
2588;5604;;;;
2588;5605;;;;
2589;5606;Terciario;Completo;Analista de Sistemas;UNR - Universidad Nacional de Rosario
2590;5607;Maestrí?a;Incompleto;Licenciatura en Administración de Empresas;UADE - Universidad Argentina De la Empresa
2591;5608;Terciario;Completo;Analista de Sistemas;
2591;5609;;;;
2592;5610;Universitario;Completo;Licenciatura en Administración de Empresas;UCES - Universidad de Ciencias Empresariales y Sociales
2593;5611;Terciario;Completo;Analista de Sistemas;ORT
2593;5612;;;;
2593;5613;;;;
2594;5614;Posgrado/Especialización;Completo;Ingenierí?a biomedica;UNC - Universidad Nacional de Córdoba
2594;5615;;;;
2594;5616;;;;
2594;5617;;;;
2594;5618;;;;
2594;5619;;;;
2595;5620;Terciario;En curso;Analista de Sistemas;ESBA - Escuela Superior Buenos Aires
2595;5621;;;;
2596;5622;Universitario;En curso;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
2597;5623;Universitario;En curso;Licenciatura en Informí¡tica;Universidad Siglo 21
2597;5624;;;;
2598;5625;Maestrí?a;Incompleto;Licenciatura en Comunicación;UBA - Universidad de Buenos Aires
2599;5626;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2600;5627;Maestrí?a;Completo;Licenciado en Estadí?stica;UNR - Universidad Nacional de Rosario
2600;5628;;;;
2600;5629;;;;
2600;5630;;;;
2600;5631;;;;
2600;5632;;;;
2601;5633;Posgrado/Especialización;Completo;Licenciatura en Administración de Empresas;UBA - Universidad de Buenos Aires
2602;5634;Terciario;Completo;Tecnicatura en Programación;
2602;5635;;;;
2603;5636;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2604;5637;Terciario;Completo;Analista de Sistemas;
2605;5638;Maestrí?a;En curso;ING industrial y maestrí?a en ciencias de datos;
2606;5639;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2607;5640;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
2607;5641;;;;
2607;5642;;;;
2608;5643;Universitario;En curso;Ingenierí?a en Informí¡tica;
2608;5644;;;;
2608;5645;;;;
2608;5646;;;;
2608;5647;;;;
2608;5648;;;;
2608;5649;;;;
2609;5650;Universitario;En curso;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
2609;5651;;;;
2610;5652;Universitario;Incompleto;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
2610;5653;;;;
2610;5654;;;;
2610;5655;;;;
2611;5656;Universitario;En curso;Ingenierí?a Industrial;
2612;5657;Posgrado/Especialización;Completo;Licenciatura en Economí?a Empresarial y maestrí?a en management y ciencia de datos en UNIVERSIDAD TORCUATO DI TELLA;
2613;5658;Maestrí?a;En curso;Relaciones internacionales;
2613;5659;;;;
2613;5660;;;;
2614;5661;Universitario;Completo;Ingenierí?a Electrónica;UNC - Universidad Nacional de Córdoba
2614;5662;;;;
2614;5663;;;;
2614;5664;;;;
2615;5665;Universitario;Completo;Diseí±o Multimedial;UNLP - Universidad Nacional de La Plata
2616;5666;Terciario;En curso;Analista de Sistemas;UNR - Universidad Nacional de Rosario
2616;5667;;;;
2616;5668;;;;
2616;5669;;;;
2617;5670;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2617;5671;;;;
2617;5672;;;;
2617;5673;;;;
2618;5674;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
2618;5675;;;;
2618;5676;;;;
2619;5677;Terciario;Completo;Tecnicatura Superior en Aní¡lisis de Sistemas;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
2619;5678;;;;
2619;5679;;;;
2619;5680;;;;
2620;5681;Secundario;Completo;Tecnicatura en Informí¡tica;
2620;5682;;;;
2620;5683;;;;
2620;5684;;;;
2621;5685;Universitario;Completo;Ingenierí?a en Informí¡tica;
2621;5686;;;;
2621;5687;;;;
2622;5688;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
2622;5689;;;;
2622;5690;;;;
2623;5691;Universitario;Completo;Ingenierí?a en Informí¡tica;UB - Universidad de Belgrano
2623;5692;;;;
2624;5693;Terciario;Completo;Analista de Sistemas;ORT
2624;5694;;;;
2624;5695;;;;
2624;5696;;;;
2624;5697;;;;
2625;5698;Secundario;Completo;Telecomunicaciones;UP - Universidad de Palermo
2626;5699;Universitario;Incompleto;Licenciatura en Informí¡tica;UBA - Universidad de Buenos Aires
2627;5700;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
2627;5701;;;;
2628;5702;Universitario;En curso;Licenciatura en Comunicación;UNLP - Universidad Nacional de La Plata
2628;5703;;;;
2628;5704;;;;
2629;5705;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
2629;5706;;;;
2629;5707;;;;
2630;5708;Universitario;En curso;Licenciatura en Sistemas de Información;UNGS - Universidad Nacional de General Sarmiento
2631;5709;Universitario;En curso;Tecnicatura en desarrollo web;UNLaM - Universidad Nacional de La Matanza
2632;5710;Terciario;Incompleto;Tecnicatura Electrónica;UTN - Universidad Tecnológica Nacional
2632;5711;;;;
2633;5712;Terciario;Completo;Analista de Sistemas;
2633;5713;;;;
2633;5714;;;;
2634;5715;Universitario;En curso;Tecnicatura en Programación;Escuela Da Vinci
2634;5716;;;;
2634;5717;;;;
2635;5718;Universitario;En curso;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
